age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
41,blue,married,primary,no,-52,yes,no,unknown,8,may,120,5,-1,0,unknown,0
42,self,married,tertiary,no,10072,no,no,cellular,22,apr,102,1,-1,0,unknown,0
33,unemployed,divorced,secondary,no,1005,yes,no,unknown,20,may,229,2,-1,0,unknown,0
48,management,single,tertiary,no,191,yes,no,cellular,17,apr,222,1,326,1,failure,0
37,unemployed,married,secondary,no,1978,no,no,cellular,11,mar,335,1,-1,0,unknown,1
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success,1
27,blue,married,primary,no,416,yes,no,unknown,30,may,1193,2,-1,0,unknown,1
32,blue,single,primary,no,557,yes,no,unknown,21,may,112,2,-1,0,unknown,0
33,management,married,tertiary,no,3090,yes,no,unknown,21,may,162,1,-1,0,unknown,0
33,admin,married,tertiary,no,21,no,yes,cellular,2,mar,202,2,-1,0,unknown,0
39,admin,single,secondary,no,223,no,no,cellular,4,feb,277,1,-1,0,unknown,0
33,self,married,secondary,no,215,yes,no,cellular,29,jul,543,12,-1,0,unknown,0
34,admin,divorced,secondary,no,1085,no,no,cellular,11,mar,101,7,-1,0,unknown,1
42,technician,married,secondary,no,0,no,no,cellular,30,jul,351,2,-1,0,unknown,0
57,retired,divorced,secondary,no,1029,yes,no,cellular,8,may,165,1,-1,0,unknown,0
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,0
38,management,single,tertiary,no,91,yes,no,unknown,19,may,492,9,-1,0,unknown,0
31,admin,single,secondary,no,482,yes,no,cellular,18,nov,183,1,-1,0,unknown,0
59,management,married,tertiary,no,1308,no,no,cellular,30,jul,183,4,-1,0,unknown,0
48,management,married,tertiary,no,0,no,no,cellular,27,aug,203,7,-1,0,unknown,0
33,management,married,tertiary,no,741,no,no,unknown,21,may,228,1,-1,0,unknown,0
40,services,single,secondary,no,546,yes,no,unknown,6,jun,219,1,-1,0,unknown,0
46,management,married,tertiary,no,222,no,no,cellular,5,feb,92,1,-1,0,unknown,0
46,services,married,secondary,no,1381,yes,no,cellular,22,may,115,3,379,1,failure,0
83,retired,married,unknown,no,4216,no,no,cellular,12,oct,92,1,-1,0,unknown,0
37,entrepreneur,single,tertiary,no,65,no,no,cellular,21,nov,20,10,113,4,failure,0
40,blue,married,secondary,no,188,yes,yes,unknown,20,jun,570,2,-1,0,unknown,1
39,blue,single,secondary,no,169,yes,no,unknown,9,may,38,1,-1,0,unknown,0
25,technician,single,tertiary,no,226,no,no,cellular,7,jul,366,2,-1,0,unknown,0
21,student,single,secondary,no,347,no,no,cellular,16,nov,77,1,-1,0,unknown,0
38,management,married,tertiary,no,0,no,no,cellular,28,aug,77,18,-1,0,unknown,0
54,entrepreneur,married,secondary,no,2791,no,no,unknown,6,jun,94,1,-1,0,unknown,0
60,admin,married,secondary,no,4120,yes,yes,unknown,30,may,422,2,-1,0,unknown,0
41,blue,married,secondary,no,1915,yes,no,cellular,25,jul,245,4,-1,0,unknown,0
49,blue,single,secondary,no,-195,yes,no,cellular,11,jul,64,2,-1,0,unknown,0
43,technician,married,secondary,no,-330,yes,yes,cellular,8,may,105,1,-1,0,unknown,0
31,admin,single,secondary,no,507,yes,no,cellular,13,may,65,2,299,3,other,0
38,admin,married,secondary,no,1,no,no,unknown,6,may,76,1,-1,0,unknown,0
51,housemaid,married,primary,no,13292,no,no,unknown,16,jun,1238,2,-1,0,unknown,0
37,management,divorced,tertiary,no,241,yes,no,unknown,30,may,126,1,-1,0,unknown,0
47,technician,divorced,secondary,no,266,no,no,cellular,19,aug,88,1,-1,0,unknown,0
77,retired,divorced,primary,no,639,no,no,telephone,16,apr,127,7,-1,0,unknown,0
37,management,married,tertiary,no,785,yes,no,cellular,17,nov,219,2,-1,0,unknown,0
55,retired,divorced,tertiary,no,1218,no,yes,unknown,5,jun,145,1,-1,0,unknown,0
53,blue,married,primary,no,343,yes,no,cellular,25,jul,616,5,-1,0,unknown,1
41,admin,married,secondary,no,-76,yes,no,cellular,16,apr,263,1,-1,0,unknown,0
53,self,married,secondary,no,1066,yes,no,cellular,7,may,57,2,170,4,failure,0
26,blue,single,secondary,no,-5,no,no,unknown,19,may,260,1,-1,0,unknown,0
40,housemaid,married,primary,no,118,yes,no,cellular,5,feb,162,2,-1,0,unknown,0
51,services,married,secondary,no,276,no,no,cellular,14,aug,80,2,-1,0,unknown,0
34,blue,married,secondary,no,452,yes,no,unknown,15,may,90,3,-1,0,unknown,0
31,technician,married,tertiary,no,15,no,no,unknown,2,jun,389,1,-1,0,unknown,0
27,admin,married,tertiary,no,565,yes,no,cellular,2,jul,148,1,-1,0,unknown,0
34,services,married,secondary,no,0,yes,no,cellular,14,jul,78,4,-1,0,unknown,0
35,entrepreneur,married,secondary,no,2074,yes,no,unknown,5,jun,144,7,-1,0,unknown,0
34,self,married,tertiary,no,870,no,no,cellular,10,jul,58,1,-1,0,unknown,0
49,self,divorced,tertiary,no,3293,no,no,cellular,24,may,260,1,77,9,failure,0
35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,3,-1,0,unknown,1
50,admin,married,secondary,no,706,yes,no,cellular,6,aug,1250,4,-1,0,unknown,1
46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,0
41,blue,single,secondary,yes,81,no,no,cellular,19,nov,212,3,-1,0,unknown,0
28,management,single,tertiary,no,185,no,no,cellular,30,jan,651,2,-1,0,unknown,0
70,retired,married,secondary,no,1164,no,no,telephone,10,nov,208,2,-1,0,unknown,0
58,blue,married,primary,no,-91,yes,no,unknown,9,may,164,5,-1,0,unknown,0
34,management,married,tertiary,no,0,no,no,cellular,22,jul,81,2,-1,0,unknown,0
33,blue,married,secondary,no,0,yes,yes,cellular,6,may,155,5,-1,0,unknown,0
34,management,married,tertiary,no,82,no,no,cellular,31,jul,134,5,-1,0,unknown,0
40,blue,married,unknown,no,222,yes,no,unknown,20,may,465,8,-1,0,unknown,0
34,admin,single,secondary,no,1254,no,no,unknown,3,jun,87,3,-1,0,unknown,0
38,blue,married,primary,no,-42,yes,no,cellular,14,may,87,1,-1,0,unknown,0
25,services,single,secondary,no,79,no,yes,cellular,21,jul,24,28,-1,0,unknown,0
36,blue,married,secondary,no,79,yes,yes,cellular,2,jun,74,2,-1,0,unknown,0
33,technician,married,tertiary,no,602,yes,no,cellular,18,aug,87,6,-1,0,unknown,0
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,0
28,management,single,tertiary,no,5474,no,no,cellular,4,feb,181,4,191,5,success,0
47,blue,married,unknown,no,2458,no,no,cellular,24,jul,172,3,-1,0,unknown,0
42,admin,single,secondary,no,-847,yes,no,unknown,27,may,137,2,-1,0,unknown,0
31,technician,single,tertiary,no,-564,yes,yes,cellular,28,aug,49,15,-1,0,unknown,0
42,unknown,single,secondary,no,1456,no,no,unknown,12,jun,56,1,-1,0,unknown,0
32,management,single,tertiary,no,3,yes,no,unknown,8,may,161,1,-1,0,unknown,0
26,self,single,tertiary,no,1078,no,no,cellular,30,apr,99,2,-1,0,unknown,0
50,services,single,secondary,no,1205,yes,no,unknown,6,jun,82,2,-1,0,unknown,0
56,blue,married,secondary,no,337,yes,no,unknown,20,jun,99,2,-1,0,unknown,0
33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure,0
28,services,single,secondary,no,317,yes,no,unknown,16,may,21,3,-1,0,unknown,0
31,management,single,tertiary,no,1899,no,no,telephone,22,nov,1914,1,-1,0,unknown,0
34,services,divorced,tertiary,no,800,yes,yes,cellular,8,may,309,2,-1,0,unknown,0
49,blue,single,primary,no,48,no,no,cellular,9,feb,433,3,-1,0,unknown,0
28,self,single,tertiary,no,226,no,yes,cellular,8,jul,191,1,-1,0,unknown,0
47,management,married,secondary,no,623,yes,no,cellular,13,may,102,6,-1,0,unknown,0
47,blue,married,primary,no,550,yes,no,unknown,7,may,113,1,-1,0,unknown,0
60,retired,divorced,secondary,no,1091,no,no,cellular,30,jul,441,5,-1,0,unknown,1
37,blue,married,secondary,no,456,no,yes,telephone,10,jul,85,6,-1,0,unknown,0
33,management,married,secondary,no,4385,no,yes,cellular,4,jul,92,1,-1,0,unknown,0
52,housemaid,married,unknown,no,544,no,no,cellular,12,aug,254,2,-1,0,unknown,0
39,blue,married,unknown,no,0,yes,no,unknown,26,may,470,1,-1,0,unknown,0
32,services,married,secondary,no,201,yes,no,unknown,18,jun,110,2,-1,0,unknown,0
35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other,0
29,admin,divorced,tertiary,yes,0,no,yes,cellular,9,jul,426,3,-1,0,unknown,1
27,services,single,secondary,no,70,yes,no,cellular,11,jul,170,1,-1,0,unknown,0
41,blue,married,primary,no,372,yes,no,telephone,11,jul,117,1,-1,0,unknown,0
30,management,single,tertiary,no,443,yes,yes,cellular,12,aug,80,2,-1,0,unknown,0
38,technician,single,secondary,no,382,yes,no,cellular,12,aug,180,2,-1,0,unknown,0
32,admin,divorced,secondary,no,281,yes,no,unknown,8,may,231,4,-1,0,unknown,0
32,management,single,tertiary,no,100,no,no,cellular,12,aug,181,2,-1,0,unknown,0
23,student,single,unknown,no,565,no,no,cellular,28,may,162,7,-1,0,unknown,0
29,admin,single,secondary,no,1751,no,no,cellular,30,jan,150,1,-1,0,unknown,0
60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,0
39,housemaid,married,tertiary,no,315,no,no,cellular,28,aug,53,4,-1,0,unknown,0
35,services,married,secondary,no,-50,no,no,cellular,2,feb,71,1,-1,0,unknown,0
56,blue,married,secondary,no,0,no,no,cellular,19,aug,432,15,-1,0,unknown,0
36,entrepreneur,married,secondary,no,185,yes,no,cellular,15,jul,136,2,-1,0,unknown,0
33,management,divorced,tertiary,no,-848,yes,no,telephone,9,feb,12,12,256,2,other,0
59,management,married,secondary,no,1083,no,no,cellular,20,nov,125,2,-1,0,unknown,0
53,technician,married,primary,no,6181,no,no,cellular,14,jul,817,2,209,3,other,1
31,management,single,tertiary,no,623,no,no,cellular,4,jun,117,1,-1,0,unknown,0
27,student,single,tertiary,no,1134,no,no,cellular,21,oct,825,1,183,4,success,1
50,admin,married,secondary,no,546,no,no,cellular,28,jul,82,6,-1,0,unknown,0
42,services,divorced,secondary,no,466,no,no,cellular,28,jan,48,1,-1,0,unknown,0
35,technician,divorced,secondary,no,0,no,no,cellular,24,jul,262,2,-1,0,unknown,0
40,services,married,secondary,no,278,yes,no,cellular,18,may,9,5,-1,0,unknown,0
37,blue,married,secondary,no,-251,yes,no,cellular,12,may,146,3,370,1,failure,0
58,blue,married,primary,no,6762,no,no,cellular,28,aug,9,25,-1,0,unknown,0
51,blue,married,primary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,1
49,blue,married,primary,no,1456,no,no,cellular,12,aug,225,4,-1,0,unknown,0
39,entrepreneur,married,tertiary,no,83,yes,no,cellular,11,jul,193,2,-1,0,unknown,0
46,technician,divorced,secondary,no,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,0
51,management,divorced,secondary,no,10834,yes,no,cellular,20,nov,86,1,-1,0,unknown,0
57,housemaid,married,secondary,no,992,no,no,unknown,9,jun,329,3,-1,0,unknown,0
34,blue,single,secondary,no,550,yes,no,cellular,20,apr,90,3,346,1,failure,0
45,self,married,secondary,no,140,yes,no,cellular,6,aug,192,3,-1,0,unknown,0
47,blue,married,unknown,no,170,yes,no,cellular,12,may,175,1,-1,0,unknown,0
46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,1
49,retired,married,secondary,no,8648,no,no,cellular,17,nov,527,1,-1,0,unknown,0
34,technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,other,0
47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,0
34,blue,married,primary,no,-144,yes,no,unknown,6,may,79,2,-1,0,unknown,0
60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success,1
30,blue,single,secondary,no,228,no,no,cellular,5,feb,232,1,365,1,failure,0
38,management,single,tertiary,no,0,no,no,cellular,24,jul,164,1,-1,0,unknown,0
29,technician,single,secondary,no,1714,no,yes,telephone,10,jul,45,1,-1,0,unknown,0
34,blue,married,secondary,no,1831,yes,no,unknown,20,may,203,2,-1,0,unknown,0
37,blue,married,secondary,no,11953,yes,yes,unknown,29,may,208,1,-1,0,unknown,0
49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,-1,0,unknown,1
43,management,married,tertiary,no,175,yes,no,cellular,17,apr,129,4,337,1,other,0
56,management,married,tertiary,no,-1493,no,yes,cellular,28,jul,119,4,-1,0,unknown,0
68,retired,married,tertiary,no,2820,no,no,cellular,28,aug,109,2,-1,0,unknown,0
47,services,married,secondary,no,1306,yes,no,unknown,9,may,252,4,-1,0,unknown,0
49,admin,single,secondary,no,827,yes,no,cellular,30,jan,61,1,-1,0,unknown,0
55,housemaid,divorced,tertiary,no,6920,yes,no,unknown,6,may,406,3,-1,0,unknown,0
46,admin,single,secondary,no,19,yes,yes,cellular,18,jul,328,1,-1,0,unknown,0
34,self,single,secondary,no,296,no,no,cellular,27,aug,609,13,-1,0,unknown,1
29,blue,single,secondary,no,1550,yes,yes,cellular,13,may,228,3,-1,0,unknown,0
33,services,divorced,secondary,no,991,yes,no,unknown,27,may,148,1,-1,0,unknown,0
31,services,single,secondary,no,6374,yes,no,unknown,23,may,922,2,-1,0,unknown,0
57,blue,married,secondary,no,221,yes,no,unknown,9,may,122,2,-1,0,unknown,0
59,retired,married,primary,no,2722,no,no,unknown,16,jun,145,1,-1,0,unknown,0
57,retired,married,secondary,no,8,no,no,cellular,11,jul,93,2,-1,0,unknown,0
56,housemaid,divorced,secondary,no,0,no,no,unknown,15,may,103,1,-1,0,unknown,0
49,blue,married,primary,no,418,no,no,cellular,18,aug,1559,7,-1,0,unknown,0
37,blue,married,primary,no,95,yes,no,cellular,5,feb,415,2,272,2,failure,0
30,technician,married,tertiary,no,910,no,no,cellular,14,aug,228,2,-1,0,unknown,0
53,admin,married,primary,no,6280,no,no,cellular,4,aug,441,2,-1,0,unknown,0
58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,0
45,blue,single,secondary,yes,0,no,yes,cellular,16,jul,154,2,-1,0,unknown,0
34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,0
43,blue,divorced,secondary,no,-447,yes,no,cellular,17,apr,85,1,-1,0,unknown,0
48,blue,single,primary,no,396,yes,no,unknown,12,may,194,3,-1,0,unknown,0
41,blue,single,primary,no,156,yes,no,unknown,9,may,47,5,-1,0,unknown,0
27,technician,single,secondary,no,905,yes,yes,cellular,7,may,245,1,-1,0,unknown,0
78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,-1,0,unknown,1
43,unemployed,married,tertiary,no,58,yes,no,cellular,9,feb,48,4,-1,0,unknown,0
38,services,married,secondary,no,435,yes,no,unknown,23,may,193,2,-1,0,unknown,0
52,services,married,tertiary,no,1135,yes,yes,unknown,13,may,514,5,-1,0,unknown,0
25,admin,single,secondary,no,654,no,no,cellular,8,apr,216,1,-1,0,unknown,0
27,technician,single,tertiary,no,-291,yes,no,unknown,20,may,66,2,-1,0,unknown,0
55,retired,married,secondary,no,123,no,no,cellular,28,aug,70,8,-1,0,unknown,0
38,management,divorced,tertiary,no,547,yes,no,unknown,14,may,137,4,-1,0,unknown,0
52,management,single,tertiary,no,2076,yes,no,unknown,29,may,112,1,-1,0,unknown,0
50,technician,married,tertiary,no,3117,no,no,unknown,9,jun,174,1,-1,0,unknown,0
45,admin,married,unknown,no,1577,no,no,unknown,20,jun,16,4,-1,0,unknown,0
48,blue,single,secondary,no,-367,yes,no,cellular,10,jul,281,1,-1,0,unknown,0
37,blue,divorced,secondary,no,-333,yes,no,unknown,27,may,345,1,-1,0,unknown,0
40,blue,married,primary,no,5560,yes,no,unknown,11,jun,93,3,-1,0,unknown,0
53,technician,married,primary,no,311,no,no,telephone,28,jan,82,3,-1,0,unknown,0
55,retired,married,secondary,no,39,no,no,cellular,27,aug,281,5,-1,0,unknown,0
44,admin,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,350,2,failure,0
48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,140,1,-1,0,unknown,1
25,technician,single,secondary,no,5695,no,no,cellular,16,nov,124,1,-1,0,unknown,0
41,blue,married,primary,no,1500,yes,no,cellular,31,jul,101,6,-1,0,unknown,0
55,unknown,married,secondary,no,2206,no,no,cellular,12,aug,265,1,91,5,success,1
30,services,single,tertiary,no,136,yes,yes,unknown,16,may,208,5,-1,0,unknown,0
33,management,married,tertiary,no,9725,yes,no,unknown,26,may,131,4,-1,0,unknown,0
34,admin,married,secondary,no,48,yes,no,cellular,7,may,1806,2,287,3,other,1
29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,-1,0,unknown,1
52,blue,married,secondary,no,-194,yes,no,cellular,18,may,326,1,-1,0,unknown,0
41,blue,married,primary,no,620,no,no,cellular,28,jan,314,1,-1,0,unknown,0
37,blue,married,primary,no,351,no,no,unknown,9,jun,108,1,-1,0,unknown,0
31,admin,single,secondary,no,150,yes,yes,unknown,13,may,431,2,-1,0,unknown,0
48,unemployed,married,primary,yes,-6,no,no,cellular,29,jan,362,2,-1,0,unknown,0
44,admin,married,secondary,no,4826,yes,no,cellular,17,nov,102,1,185,4,other,0
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,0
36,management,married,tertiary,no,0,no,no,cellular,12,aug,243,3,-1,0,unknown,0
35,blue,divorced,secondary,no,286,yes,no,cellular,15,may,158,1,365,4,other,0
45,blue,divorced,secondary,no,9,yes,no,unknown,16,may,277,6,-1,0,unknown,0
32,blue,married,primary,no,-457,yes,yes,unknown,21,may,288,1,-1,0,unknown,0
39,services,married,secondary,no,53,no,no,unknown,5,mar,257,1,394,1,failure,1
53,technician,married,secondary,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,0
57,retired,married,secondary,no,2774,no,no,cellular,18,aug,299,6,-1,0,unknown,0
36,technician,divorced,secondary,no,1156,yes,yes,cellular,28,jul,141,7,-1,0,unknown,0
43,self,married,tertiary,no,3157,no,no,cellular,21,apr,381,2,330,17,other,0
30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,1065,1,183,1,other,0
32,management,single,tertiary,no,264,yes,no,unknown,9,may,211,2,-1,0,unknown,0
47,blue,married,primary,no,-58,yes,no,cellular,18,jul,92,2,-1,0,unknown,0
56,blue,married,primary,no,828,yes,no,cellular,14,may,214,1,349,1,failure,0
43,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,1,-1,0,unknown,1
38,management,married,tertiary,no,5432,yes,yes,cellular,19,nov,408,1,183,1,failure,0
28,services,single,secondary,no,168,yes,no,cellular,7,may,128,1,-1,0,unknown,0
37,services,married,secondary,no,4760,yes,no,cellular,20,nov,187,2,-1,0,unknown,0
48,blue,married,primary,no,5172,yes,no,unknown,27,may,144,7,-1,0,unknown,0
64,management,married,unknown,no,2352,no,no,cellular,4,may,153,2,182,11,success,1
31,management,single,tertiary,no,4331,yes,no,cellular,22,jul,318,1,-1,0,unknown,0
37,blue,married,primary,no,5052,yes,no,unknown,20,jun,37,3,-1,0,unknown,0
48,blue,married,primary,no,476,no,no,cellular,11,aug,856,3,-1,0,unknown,1
38,blue,single,secondary,no,1230,yes,no,unknown,6,jun,266,2,-1,0,unknown,0
43,blue,married,unknown,no,3373,yes,no,unknown,13,may,156,1,-1,0,unknown,0
40,blue,married,primary,no,105,yes,no,cellular,14,may,143,2,370,2,failure,0
40,management,married,tertiary,no,995,yes,no,cellular,22,jul,96,2,-1,0,unknown,0
42,management,married,tertiary,no,0,no,yes,telephone,12,may,139,3,361,4,failure,0
32,services,married,secondary,no,268,no,no,cellular,29,jan,140,1,-1,0,unknown,0
29,services,married,secondary,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown,0
34,blue,married,secondary,no,406,no,yes,cellular,11,jul,113,2,-1,0,unknown,0
31,admin,single,tertiary,no,253,yes,no,cellular,13,may,82,5,355,4,failure,0
43,blue,married,secondary,no,0,yes,yes,unknown,29,may,242,1,-1,0,unknown,0
48,technician,divorced,secondary,no,-154,no,no,unknown,3,jun,342,3,-1,0,unknown,0
42,blue,married,secondary,no,1297,yes,no,cellular,3,apr,697,2,-1,0,unknown,0
32,admin,single,tertiary,no,3816,yes,no,cellular,21,nov,53,3,-1,0,unknown,0
29,services,single,tertiary,no,1788,no,no,cellular,27,oct,353,1,-1,0,unknown,1
32,blue,divorced,secondary,no,98,yes,no,cellular,29,jan,364,2,-1,0,unknown,0
52,housemaid,married,tertiary,no,43,no,no,cellular,30,jul,32,2,-1,0,unknown,0
32,technician,married,secondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,0
37,blue,married,primary,no,378,yes,no,unknown,9,may,514,1,-1,0,unknown,0
37,management,single,tertiary,no,553,no,no,cellular,12,aug,63,2,-1,0,unknown,0
41,unemployed,married,secondary,no,2081,yes,no,cellular,3,feb,53,3,-1,0,unknown,0
20,student,single,tertiary,no,2764,yes,no,unknown,29,may,139,2,-1,0,unknown,0
38,services,divorced,secondary,no,49,yes,no,cellular,18,may,43,1,367,2,success,0
34,blue,married,secondary,no,0,yes,no,cellular,17,nov,301,1,-1,0,unknown,0
48,services,divorced,secondary,no,361,no,no,cellular,17,nov,287,1,-1,0,unknown,0
29,management,married,tertiary,no,103,yes,no,cellular,17,apr,368,1,336,2,failure,0
51,management,divorced,tertiary,no,-202,no,no,cellular,19,aug,504,4,-1,0,unknown,0
40,blue,single,secondary,no,322,yes,no,cellular,7,may,201,1,-1,0,unknown,0
34,student,single,unknown,no,5969,no,no,cellular,23,jun,442,2,292,10,failure,0
26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,1
35,admin,married,secondary,no,614,yes,no,cellular,12,may,242,2,-1,0,unknown,0
57,services,married,secondary,no,1,no,no,unknown,7,may,852,1,-1,0,unknown,0
37,technician,married,secondary,no,0,yes,no,unknown,23,may,412,6,-1,0,unknown,0
38,technician,divorced,tertiary,no,1307,no,no,cellular,14,may,294,2,-1,0,unknown,0
54,management,married,tertiary,no,0,no,yes,cellular,19,nov,307,3,-1,0,unknown,0
36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,1,-1,0,unknown,1
33,services,single,secondary,no,1940,yes,no,cellular,17,apr,239,3,329,2,failure,0
46,management,single,tertiary,no,502,no,no,cellular,25,jul,18,2,-1,0,unknown,0
49,management,single,tertiary,no,1,yes,no,unknown,6,jun,59,3,-1,0,unknown,0
38,management,married,tertiary,no,0,yes,no,cellular,4,feb,138,1,-1,0,unknown,0
41,admin,married,secondary,no,14968,no,no,cellular,23,jul,1360,4,-1,0,unknown,1
47,blue,married,primary,no,214,yes,yes,unknown,9,jun,168,1,-1,0,unknown,0
59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76,11,-1,0,unknown,0
48,blue,married,primary,no,916,no,no,unknown,12,jun,37,3,-1,0,unknown,0
34,blue,married,secondary,no,246,yes,no,cellular,22,jul,532,1,-1,0,unknown,0
44,self,single,secondary,no,125,yes,no,telephone,17,apr,109,3,-1,0,unknown,0
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,unknown,0
28,student,single,tertiary,no,1096,no,no,cellular,28,jan,81,2,-1,0,unknown,0
45,admin,single,unknown,no,13,yes,no,unknown,5,may,98,1,-1,0,unknown,0
29,blue,married,primary,no,200,yes,no,unknown,30,may,322,2,-1,0,unknown,0
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145,3,-1,0,unknown,0
53,retired,married,primary,no,3,no,no,cellular,30,jan,114,4,-1,0,unknown,0
45,blue,married,secondary,no,1335,yes,no,cellular,25,aug,702,2,-1,0,unknown,0
41,services,married,secondary,no,803,yes,no,cellular,9,apr,592,4,316,3,failure,1
29,blue,single,secondary,no,202,no,no,cellular,30,jan,128,2,-1,0,unknown,0
35,blue,single,primary,no,398,yes,no,unknown,8,may,34,1,-1,0,unknown,0
43,blue,single,secondary,no,1306,yes,no,cellular,16,apr,243,1,336,1,failure,0
32,blue,single,secondary,no,218,yes,no,cellular,18,may,134,1,-1,0,unknown,0
46,management,divorced,tertiary,no,-94,yes,no,cellular,21,nov,183,4,-1,0,unknown,0
61,retired,divorced,secondary,no,4243,no,no,cellular,30,apr,315,1,182,2,success,1
31,self,single,tertiary,no,3361,no,no,cellular,19,nov,457,2,-1,0,unknown,0
53,blue,married,secondary,no,1777,yes,no,unknown,20,jun,253,1,-1,0,unknown,0
31,services,single,secondary,no,-779,yes,no,unknown,28,may,198,2,-1,0,unknown,0
37,admin,married,secondary,no,7,yes,no,cellular,27,may,224,7,105,1,other,0
42,management,divorced,secondary,no,640,no,no,cellular,30,jan,545,1,-1,0,unknown,0
31,admin,single,secondary,no,50,no,no,cellular,29,jan,395,1,-1,0,unknown,0
44,technician,married,secondary,no,1901,no,no,cellular,18,nov,143,3,104,2,failure,0
32,blue,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown,1
45,technician,married,tertiary,no,4647,no,no,cellular,29,jul,109,3,-1,0,unknown,0
38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,0
28,admin,married,secondary,no,12,yes,no,cellular,30,jan,73,3,256,3,other,0
27,blue,married,secondary,no,30,no,yes,cellular,18,may,110,1,334,4,other,0
46,blue,married,primary,no,776,no,yes,telephone,11,jul,76,2,-1,0,unknown,0
38,technician,married,secondary,no,13,no,no,cellular,21,aug,311,2,-1,0,unknown,0
54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,-1,0,unknown,1
30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,1
37,technician,single,tertiary,no,5122,yes,no,unknown,20,may,396,1,-1,0,unknown,0
58,management,married,tertiary,no,3768,yes,no,unknown,18,jun,316,1,-1,0,unknown,0
49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,13,may,36,9,173,1,failure,0
32,technician,single,tertiary,no,1732,no,no,cellular,12,aug,140,4,-1,0,unknown,0
51,technician,divorced,primary,no,300,no,yes,cellular,5,feb,8,6,-1,0,unknown,0
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,may,61,3,350,5,other,0
32,management,married,tertiary,no,2102,yes,no,cellular,8,jul,220,1,-1,0,unknown,0
31,technician,single,secondary,no,-2,no,no,cellular,29,aug,131,2,-1,0,unknown,0
36,admin,single,tertiary,no,3819,no,no,unknown,9,jun,398,2,-1,0,unknown,0
37,technician,married,secondary,no,410,yes,yes,unknown,2,jun,317,6,-1,0,unknown,0
35,blue,married,secondary,no,2432,yes,no,cellular,14,may,196,2,-1,0,unknown,0
49,admin,divorced,secondary,no,502,yes,no,cellular,20,nov,104,5,-1,0,unknown,0
31,management,married,tertiary,no,2994,yes,no,cellular,10,nov,182,1,229,2,failure,0
33,entrepreneur,married,tertiary,no,1145,yes,no,cellular,14,may,92,3,-1,0,unknown,0
38,blue,married,secondary,no,35,yes,no,unknown,28,may,130,2,-1,0,unknown,0
30,blue,married,secondary,no,319,no,no,cellular,27,jan,210,2,-1,0,unknown,0
28,self,single,tertiary,no,222,no,yes,cellular,21,jul,125,1,-1,0,unknown,0
42,blue,divorced,primary,yes,78,yes,no,cellular,7,may,227,2,-1,0,unknown,0
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,unknown,0
